name,community_label,degree,weighted_degree,rescaled_weighted_degree,clustering_coeff
Dhx36,1,5,1.82739935,4.1383034472e-06,1.0
Cab39,1,4,1.5221826799999998,4.2632157800000003e-05,1.0
Dynlrb1,1,18,6.789344600000001,0.00038343451777192894,0.9934640522875817
Dynlt3,1,1,0.366104,3.767758e-07,0.0
Erp29,1,29,11.39705786,0.0028331882857976598,0.8669950738916256
Eno2,1,2,0.71169249,4.150798327e-08,1.0
Emc7,1,12,4.49677481,0.00044699944789846995,0.9545454545454546
Emc4,1,2,0.7300215,2.3600350277000003e-06,1.0
Emc2,1,1,0.35350478,8.4526164e-10,0.0
Elovl6,1,2,0.7480938800000001,1.488680505e-05,1.0
Elavl4,1,1,0.35481235,3.004547e-09,0.0
Eif5,1,23,8.866047420000001,0.002137273606443472,0.9288537549407114
Eif4a2,1,15,5.555123400000001,0.00012759981724705,0.9904761904761905
Eif3c,1,3,1.0848166099999998,8.892604403e-07,1.0
Eif3a,1,1,0.40731418,6.0449845e-05,0.0
Eif1,1,7,2.64592726,7.321661471000001e-05,1.0
Eid1,1,2,0.7116324,1.0184898000099591e-07,1.0
Eef2,1,3,1.12757804,1.91940031147e-05,1.0
Eef1a1,1,3,1.1190611700000002,1.390684053e-05,1.0
Canx,1,21,8.01741586,0.002364297425470001,0.9285714285714286
Ctsl,1,2,0.73281135,8.123602e-07,1.0
Ctsb,1,21,7.958733779999998,0.0008635377738889021,1.0
Cst3,1,92,37.0977606,0.04504822724133512,0.4976110845676063
Ckb,1,328,137.18250061999998,0.502939267261798,0.15020138733497426
Cisd1,1,7,2.5962438,2.9568152669313998e-05,1.0
Chchd2,1,70,27.53521917000001,0.011590212556768818,0.7200828157349897
Chchd10,1,64,25.236435300000004,0.016366963503589915,0.7053571428571429
Cfl2,1,2,0.70842073,7.30936627e-09,1.0
Cfap36,1,32,12.314267759999995,0.0029398681136454806,0.9395161290322581
Cend1,1,8,2.9973300600000004,7.457984093306001e-05,1.0
Celf4,1,151,60.563092129999994,0.07710362959935525,0.35037527593818985
Celf2,1,1,0.36923093,7.662103e-07,0.0
Cdk14,1,1,0.3733167,1.65583e-06,0.0
Cdk11b,1,1,0.3586177,3.0896686e-08,0.0
Cdc42,1,27,10.622633850000001,0.002962620488720242,0.9430199430199431
Cd59a,1,4,1.5732150000000003,0.00031250192546443,1.0
Cct7,1,1,0.35105416,6.91808e-12,0.0
Cct6a,1,2,0.7045134399999999,4.6866094e-10,1.0
Cbx5,1,52,20.377865350000004,0.008588667514545406,0.8717948717948718
Bsg,1,17,6.3875838400000005,0.00024965630191734796,0.7205882352941176
Cntn1,1,5,1.8136489399999998,2.2951844644999998e-06,1.0
Cox4i1,1,218,88.56222778999998,0.15135395080009253,0.2527374963006807
Csnk1a1,1,48,18.595758339999996,0.0034120592219723384,0.9140070921985816
Csde1,1,3,1.1100847999999999,3.85832654e-06,1.0
Caprin1,1,3,1.09671361,7.13853579e-06,1.0
Capza2,1,3,1.11035919,1.7085196897299998e-05,1.0
Cs,1,2,0.71522184,4.0264093e-08,1.0
Cplx1,1,10,3.73290713,0.00017978427582915,1.0
Cpe,1,96,38.24542232999998,0.03853897802060629,0.6510964912280701
Cox8a,1,81,32.44689024000001,0.02956734109933861,0.6212962962962962
Cox7b,1,153,61.70292092999996,0.09357932580851992,0.3991228070175438
Cox7a2l,1,8,2.9630363499999994,2.6444904381000003e-05,1.0
Cox7a2,1,84,33.30862518,0.01766491193148392,0.657487091222031
Cox6c,1,121,48.75549176000002,0.06347444019499583,0.4610192837465565
Cox6b1,1,69,27.013889310000007,0.012384123807700933,0.6700767263427111
Cox5b,1,26,9.90821669,0.0009279922779349163,0.8738461538461538
Cox5a,1,87,34.32754329000001,0.02445791054379622,0.5835338144881048
Cox14,1,12,4.735789130000001,0.001114170172545,0.9696969696969696
Fam168a,1,11,4.02348107,1.59130030387428e-05,0.9818181818181818
Brk1,1,1,0.35243255,1.9615405e-10,0.0
Fbxo9,1,29,11.39387482,0.0032177304800586636,0.9630541871921182
Atp6v1f,1,5,1.7986472000000002,1.80922971412e-06,1.0
Atp6v1g2,1,26,9.75473912,0.0005306723732060517,0.9476923076923077
Atpif1,1,68,26.759717359999993,0.016698338599188317,0.7796312554872695
Atxn10,1,13,4.9063628800000005,0.00015744647372159998,1.0
Ip6k1,1,1,0.35642716,9.559286e-09,0.0
Auts2,1,4,1.48925789,7.628611389999999e-06,0.6666666666666666
Ina,1,37,14.5064016,0.00588531516479378,0.8798798798798799
Ik,1,1,0.35678092,1.1844089e-08,0.0
Ier3ip1,1,3,1.11289082,9.84723933e-06,1.0
Idh3b,1,18,6.9138728899999995,0.0008699103834556001,0.9934640522875817
Idh3a,1,1,0.36480734,2.6931176e-07,0.0
Hsph1,1,7,2.5490684100000003,2.786727945045e-05,0.9523809523809524
Hspd1,1,2,0.73922653,2.18302843e-06,1.0
Hspa9,1,7,2.7049853399999995,0.00015665839936899998,1.0
Hspa8,1,42,16.30203328,0.003882885315187698,0.8861788617886179
Atp6v1e1,1,17,6.53083671,0.000517762748611,0.9852941176470589
BC003331,1,1,0.35733175,1.6187483e-08,0.0
Atp6v1d,1,49,19.19931014,0.008742679866164869,0.8690476190476191
Atp6v1a,1,198,79.46902609000001,0.10276353506392606,0.2928780187663436
Atp5e,1,7,2.52586979,3.4256347163e-06,1.0
Atp5f1,1,83,32.47836864000001,0.015421074745014435,0.7061416397296503
Atp5g3,1,245,100.20056480000002,0.2306341536311715,0.23004349280695885
Atp5h,1,27,10.111067460000001,0.0002799257564095412,0.9686609686609687
Atp5j,1,91,36.043152140000004,0.01921495105324798,0.6302808302808303
Atp5j2,1,30,11.483558559999999,0.0013645961801106723,0.9517241379310345
Atp5k,1,14,5.11787895,8.092790706215101e-05,1.0
Kifap3,1,13,4.8935438200000005,0.00032641618595752087,0.9615384615384616
Atp5o,1,16,5.9709573,0.00017402014631580002,0.9916666666666667
Kif3a,1,1,0.35976073,5.084838e-08,0.0
Kif21a,1,9,3.3135852399999997,4.809099601484999e-05,1.0
Atp6ap2,1,7,2.6152557799999996,0.0001734103777025,1.0
Kif1a,1,18,6.9265725400000004,0.0007510483299028069,0.9934640522875817
Atp6v0b,1,18,6.843148379999999,0.0005278711795728291,0.9869281045751634
Khdrbs1,1,2,0.72056341,1.58964161e-07,1.0
Atp6v1b2,1,2,0.70848429,2.28175278369e-08,1.0
Snap47,1,10,3.7389544799999994,6.403120263983e-05,1.0
Hspa5,1,11,4.20240513,0.00023771015084039998,1.0
Hsp90b1,1,109,43.49764049999999,0.04472368581908488,0.5462113489636425
Gnaq,1,3,1.11209228,3.67703498e-06,1.0
Bex2,1,22,8.325401730000001,0.000519194714167822,0.987012987012987
Gnai1,1,5,1.89465069,4.0694331768999995e-05,0.9
Glrx2,1,1,0.35112688,9.033699e-12,0.0
Ghitm,1,23,8.898347329999998,0.00267434252397119,0.9683794466403163
Ggnbp2,1,5,1.8106253399999999,3.8956541002e-06,1.0
Gdi1,1,5,1.8703020799999999,5.664502824497e-05,1.0
Gdap1,1,8,3.11639485,0.00067155692199,1.0
Gas5,1,5,1.83871031,8.333470298683999e-06,0.9
Gap43,1,184,74.83384972999995,0.16069135303020807,0.30375386077453076
Gabarapl1,1,65,25.61736746,0.01471644216781109,0.7552884615384615
G3bp2,1,81,32.36200146,0.023351610443773825,0.707716049382716
Ftl1,1,1,0.35011074,8.426552e-16,0.0
Fkbp3,1,240,99.04139277999997,0.32149194866553604,0.22119944211994422
Fkbp2,1,4,1.48052931,3.450494708537401e-05,1.0
Gnas,1,327,138.27135062000002,0.6908009730709327,0.13949081630738636
Hspa4,1,1,0.3518102,6.015147e-11,0.0
Gnb1,1,14,5.25333534,9.767700399800003e-05,0.989010989010989
Gnl3l,1,6,2.2133345999999996,1.69263622734097e-05,1.0
Hsp90ab1,1,350,146.4450651900001,0.5885159316081647,0.1306262791649611
Hsp90aa1,1,78,30.94630611000001,0.02534858968861011,0.6856476856476856
Hsbp1,1,5,1.7916509600000001,6.4016286857e-07,1.0
Hp1bp3,1,6,2.2573450800000003,6.4386870008e-05,1.0
Hnrnpdl,1,16,6.0337271900000005,0.0004084573661339373,0.9916666666666667
Hnrnpc,1,33,12.838063529999996,0.0023857875058941095,0.9034090909090909
Hint1,1,16,6.094867710000001,0.00040861368269899987,0.9666666666666667
Hacd3,1,1,0.36176255,1.07239295e-07,0.0
Bbs4,1,3,1.10836324,1.3364921093999999e-05,1.0
Gsk3b,1,82,32.090390709999994,0.01521670098542043,0.6931647094248721
Grsf1,1,2,0.7412889899999999,1.23553354779e-05,1.0
Grina,1,6,2.2579114700000003,4.122064828198e-05,1.0
Gprasp1,1,15,5.699775969999999,0.00034325952167929997,1.0
Gpi1,1,4,1.4758991199999998,1.0773596105600001e-05,1.0
Got1,1,17,6.43389613,0.0017155293045111998,0.9411764705882353
Gng2,1,3,1.123451,2.3502814870999998e-05,1.0
Ndrg4,1,56,22.45824725,0.01629226122678282,0.7201298701298701
Uqcrh,1,18,6.773858389999999,0.000490239727709669,0.9607843137254901
Aco2,1,15,5.773337879999999,0.0009633008231024999,0.9619047619047619
Pkm,1,41,15.931323819999998,0.00438208412398623,0.9512195121951219
Scn1b,1,6,2.28310221,9.24418477e-05,1.0
Abat,1,7,2.60048732,5.588250934945713e-05,1.0
Plcb4,1,97,38.32312694999999,0.03508909029604042,0.5105240549828179
Nop56,1,2,0.75426855,6.4685727e-06,1.0
Ndufs8,1,1,0.35039744,1.3978142e-13,0.0
Slc1a2,1,73,28.973664769999992,0.023192848305016098,0.5833333333333334
Rph3a,1,8,3.0497756299999996,0.00035009387062433006,1.0
Scoc,1,2,0.7163364,5.5758396e-08,1.0
Ndufv2,1,2,0.717203,7.1748252e-08,1.0
Psmd4,1,1,0.35699776,1.3433333e-08,0.0
Psmd12,1,4,1.43010441,1.330578385e-07,1.0
Rpl26,1,2,0.7223022,1.7764778999999998e-07,1.0
Ola1,1,2,0.7199119199999999,2.56616925e-07,1.0
Rsl1d1,1,1,0.3530948,5.1389293e-10,0.0
Ndufs6,1,2,0.73562371,1.22074337e-06,1.0
Romo1,1,2,0.7502764399999999,9.1883022e-06,1.0
Pja2,1,19,7.3313666,0.00046658317715145997,0.9766081871345028
Sars,1,4,1.48697803,1.2672247159000001e-05,1.0
Oxct1,1,35,13.3875825,0.003528891514955485,0.9445378151260504
Ndufc1,1,21,8.024237999999999,0.0005845576971292989,0.9666666666666666
Selk,1,1,0.3502211,1.3388397e-14,0.0
Ndufc2,1,45,17.412172060000003,0.0039055402400863496,0.8707070707070707
Ndufs2,1,1,0.38033926,4.7464305e-06,0.0
Prkar1a,1,18,6.8295035099999994,0.00037018328638933,0.9803921568627452
Ngfrap1,1,41,15.694187580000003,0.002495498948369882,0.8926829268292684
Scg5,1,45,17.891498330000005,0.009705937021948134,0.8787878787878788
Scn1a,1,7,2.7101187799999997,0.000593846464258977,1.0
Ndufs4,1,2,0.71906638,9.972961e-08,1.0
Phyh,1,2,0.7139439,1.8617304398344e-07,1.0
Prkacb,1,17,6.536785330000001,0.00041823118598799993,1.0
Psap,1,20,7.638730209999999,0.0014319677041658996,0.9473684210526315
Add1,1,1,0.35353813,8.7789503e-10,0.0
Psmd1,1,3,1.09966385,2.0288326076600216e-05,1.0
Sdhb,1,7,2.63324678,0.00015930673070199716,1.0
Skp1a,1,87,33.970525280000004,0.016302867485402335,0.6712109061748196
Rpl4,1,12,4.42897247,4.330092989327e-05,1.0
Ppp2ca,1,4,1.4240275599999999,8.39492941e-08,1.0
Psmb1,1,12,4.448390669999999,4.2687458238035e-05,1.0
Sept7,1,85,33.62905456999999,0.02530248349052054,0.6168067226890757
2900011O08Rik,1,17,6.4007451500000005,0.0003379378053935,1.0
Psma7,1,54,20.927268219999995,0.0044745212638585006,0.8588399720475193
Psma2,1,15,5.6307509,0.000276518519437211,0.9904761904761905
Sec62,1,65,25.51018433999999,0.00927980171211664,0.7283653846153846
Rps9,1,1,0.35678336,1.1861173e-08,0.0
2210016L21Rik,1,48,19.084052750000005,0.00953108327172769,0.8705673758865248
Acot7,1,11,4.04141921,1.5722987667800003e-05,1.0
Acsl3,1,2,0.7124333899999999,2.64937375e-08,1.0
Ppig,1,14,5.205966310000001,0.00017509036820615999,0.989010989010989
Sept11,1,2,0.72670868,2.26243003637e-06,1.0
Nme1,1,15,5.8279254,0.0007802553219858001,1.0
Ppm1l,1,1,0.3568061,1.2021018e-08,0.0
2010107E04Rik,1,21,7.832712720000001,0.0004903319240426968,0.9761904761904763
Ndufb9,1,11,4.114173350000001,0.00012909498594620002,0.9818181818181818
Serbp1,1,45,17.447959569999995,0.005106274354860745,0.8232323232323232
Sf3b1,1,39,15.025498820000001,0.004099652701769414,0.8434547908232118
Sdhc,1,1,0.35533187,4.52758e-09,0.0
Prdx5,1,37,14.308522260000004,0.004997596828085225,0.9444444444444444
Prdx2,1,30,11.501492140000002,0.0026920199879847087,0.9494252873563219
Pnmal2,1,28,10.676443670000001,0.0012392853645877785,0.9312169312169312
Osbpl1a,1,18,6.980215300000001,0.0028774999139905538,0.9738562091503269
Necap1,1,10,3.7640327599999996,3.5253542049999994e-05,1.0
Psmc5,1,4,1.4691982,1.9356138757349996e-05,1.0
Pnn,1,6,2.2770232000000004,4.682797584e-05,1.0
Nedd8,1,5,1.80524262,1.3863153074e-06,1.0
Nefh,1,21,8.177027820000001,0.0025195137504279994,0.8619047619047618
Psmc1,1,6,2.20730196,1.1764667018000003e-05,1.0
Psmb4,1,4,1.4814009600000002,7.983557838e-06,1.0
Ppp2r1a,1,1,0.35012108,1.2042992e-15,0.0
Pnpla8,1,5,1.83745515,2.0439251920134488e-05,1.0
Sf3b2,1,2,0.7514055,4.9062141000000005e-06,1.0
Serinc1,1,98,39.2498107,0.036870706315112106,0.6027771933515674
Ndufb8,1,45,17.425097840000003,0.0046625650378968935,0.8555555555555556
Rrp1,1,25,9.57088049,0.0013439536915536728,0.98
Ndufb6,1,5,1.87441641,2.1757578299999998e-05,1.0
Ndufa5,1,15,5.688109229999999,0.0003607632314577551,0.9047619047619048
Ndufa6,1,14,5.214219979999999,0.00011247623841445,1.0
Rufy3,1,14,5.37147249,0.00036438639909910003,0.989010989010989
Paip2,1,6,2.23682904,2.341780814472e-05,1.0
Ndufa7,1,4,1.50079824,3.882264023e-05,1.0
Prnp,1,74,28.837065939999995,0.010901122430552556,0.7386153276564236
Rabac1,1,3,1.10127288,5.441512979e-06,1.0
Rtn4,1,82,32.41573975,0.022874694950776573,0.613670581150256
Abr,1,2,0.75337646,6.6978573e-06,1.0
Nptn,1,1,0.38126078,5.349909e-06,0.0
Rtn3,1,34,12.947866000000001,0.0018239505626869202,0.910873440285205
Rheb,1,2,0.72118211,2.3733246e-07,1.0
Slc25a3,1,62,24.288726269999994,0.01168947752149365,0.7694341618191434
Rab7,1,2,0.72337207,3.3082342199999997e-07,1.0
Npepps,1,2,0.73146993,2.5927834984999998e-06,1.0
Pcmt1,1,8,2.9802013199999995,4.270811885599999e-05,1.0
Pdap1,1,7,2.56638288,1.072939489007e-05,1.0
Rabep1,1,3,1.07027253,1.3776259685e-07,1.0
Rbbp6,1,3,1.0862248399999999,1.0852201208174998e-06,1.0
Smim10l1,1,7,2.57953667,4.3830030666599995e-05,1.0
Oaz1,1,6,2.17581046,2.8703037586e-06,1.0
Ndufa1,1,11,4.175496219999999,0.0001489787463304,1.0
Ndufa10,1,19,7.329090460000001,0.001311330008107234,1.0
Ndufa11,1,10,3.7847783799999997,0.0001025653013162,1.0
Nrip3,1,3,1.09489497,1.7343904285962002e-05,1.0
Ndufa12,1,16,6.11949222,0.00034219323321232,0.9916666666666667
Pcdh17,1,10,3.85060884,0.0007515004726955402,1.0
Rangap1,1,3,1.15778247,6.937483090000001e-05,1.0
Pcdh9,1,36,13.85685037,0.0038710852630726724,0.8952380952380952
Ociad1,1,30,11.465388759999998,0.0017253056606590508,0.9494252873563219
Ndufa13,1,23,8.576875730000001,0.000482077907791485,0.9130434782608695
Nsf,1,43,16.83367187,0.004451078101759158,0.8482834994462901
Ndufa2,1,7,2.5975713,7.24071143438e-05,1.0
Ndufa3,1,14,5.1211186500000005,1.9237993879381998e-05,1.0
Ndufa4,1,132,52.66401188000002,0.049123719914928636,0.43950959981494336
Rab6b,1,49,19.15530542,0.007003908184785352,0.8392857142857143
Rtn1,1,148,58.743184740000004,0.06796667413252397,0.39602868174296746
Rab6a,1,45,17.437849890000003,0.004699762334194829,0.898989898989899
Ntrk2,1,16,6.13905429,0.00027874531752447893,1.0
Slc25a5,1,61,23.869399799999993,0.008203895883041904,0.8459016393442623
Slc32a1,1,13,4.98926543,0.0014649101262653556,0.923076923076923
Ntm,1,6,2.19245749,8.474347131907499e-06,1.0
Pdha1,1,5,1.8180757799999998,2.0093930791606966e-05,1.0
